loan_id,issue_date,region,property_type,loan_amount,appraised_value,interest_rate,loan_term_months,borrower_age,monthly_income,housing_fund_contribution,employment_length_years,credit_score,delinquency_history,co_borrower,has_mortgage_insurance,collateral_value,predicted_collateral_value,predicted_ltv,risk_level
181,2018-01-13,萧山,别墅,368658.02,510303.66,3.9647,174,37,25421.4,2722.83,9,789,0,0,1,513324.02,541127.23,0.6813,中风险
182,2019-12-21,萧山,公寓,589870.99,827569.73,4.0903,237,39,12546.27,1155.33,17,783,0,0,1,896677.93,883684.32,0.6675,中风险
183,2018-02-11,萧山,商住两用,1288593.75,1660053.62,4.1076,186,42,11650.8,1173.14,8,609,1,1,1,1628414.55,1796282.51,0.7174,中风险
184,2018-07-24,萧山,公寓,354612.62,467603.21,3.6011,168,44,27796.5,2470.96,18,823,1,1,0,366238.34,482565.93,0.7348,中风险
185,2018-03-24,江北,公寓,573478.81,782084.45,3.9351,166,44,25633.04,2278.52,8,737,0,1,1,808838.74,833764.46,0.6878,中风险
186,2018-04-17,江北,商住两用,437419.62,571407.37,3.5272,225,26,32125.47,2763.79,7,755,0,1,0,597379.15,588835.81,0.7429,中风险
187,2018-11-06,江北,排屋,627145.79,643518.13,3.3911,173,33,23288.37,2010.66,26,625,0,1,1,743232.47,659054.34,0.9516,高风险
188,2019-06-01,江南,公寓,1194166.26,1600877.18,3.5293,124,23,24800.61,2230.89,23,756,0,0,1,1803863.5,1741387.68,0.6858,中风险
189,2017-05-10,江北,排屋,766807.79,946340.33,3.5172,231,31,16281.99,1889.61,12,676,0,1,0,968626.32,998566.16,0.7679,中风险
190,2017-06-23,江北,别墅,957529.57,973629.04,4.134,185,26,23817.72,1951.11,4,590,0,0,1,1050807.92,1025214.93,0.934,高风险
191,2018-12-05,临平,排屋,521385.02,682275.58,2.6163,227,29,25874.49,2349.38,20,650,0,0,0,704193.5,698896.46,0.746,中风险
192,2018-09-07,江南,公寓,670763.4,794445.67,2.8807,260,54,33310.7,3581.84,16,749,0,0,0,788064.28,834526.01,0.8038,高风险
193,2019-02-24,江北,排屋,1029104.72,1448105.46,3.7276,236,41,13923.75,1141.79,27,669,2,1,1,1518787.65,1562437.32,0.6587,中风险
194,2019-11-06,滨江,排屋,642087.61,900551.9,4.2714,188,28,17178.66,1609.79,4,785,0,1,1,914167.3,970286.63,0.6618,中风险
195,2017-03-23,江南,商住两用,1031882.89,1487671.88,4.0776,146,49,33336.8,3310.58,19,804,0,1,1,1682232.31,1627856.81,0.6339,中风险
196,2018-02-14,萧山,商住两用,751874.12,773303.45,3.7462,123,37,35336.87,3773.76,11,845,0,0,1,760847.58,833510.67,0.9021,高风险
197,2017-09-20,江南,公寓,373474.79,481606.73,2.8746,337,53,31556.13,3621.91,3,831,0,1,1,441556.11,502493.83,0.7432,中风险
198,2018-08-26,临平,排屋,881574.23,916492.45,3.4723,200,30,35420.12,3889.47,1,632,0,0,0,940861.71,965774.43,0.9128,高风险
199,2019-11-15,萧山,别墅,1251348.03,1455948.58,2.695,177,52,15959.18,1766.63,20,822,1,1,0,1550645.54,1568782.69,0.7977,中风险
200,2019-02-02,滨江,公寓,1198939.58,1464612.55,4.0382,310,49,9208.85,961.72,7,641,1,1,0,1522258.39,1566048.8,0.7656,中风险
201,2019-11-19,江南,公寓,440754.81,617625.06,3.4004,270,55,10039.08,1003.44,17,604,0,1,1,639522.31,631983.97,0.6974,中风险
202,2018-11-20,江南,排屋,914037.56,1046417.34,4.1424,227,38,14207.88,1684.25,10,811,1,1,1,1101469.14,1128560.55,0.8099,高风险
203,2019-12-10,江南,公寓,992879.07,1404463.48,2.8322,301,34,21116.8,2275.81,11,639,1,1,1,1476902.75,1510883.63,0.6572,中风险
204,2019-01-07,临平,排屋,581638.7,787241.87,4.3212,294,39,10392.85,857.22,26,731,0,0,1,806932.41,829791.37,0.7009,中风险
205,2019-11-18,滨江,排屋,701108.93,862304.41,3.9945,298,41,26788.08,2193.39,13,778,0,1,0,920150.94,907249.01,0.7728,中风险
206,2019-12-23,滨江,公寓,954679.74,1279078.45,3.5566,274,35,29284.4,3472.3,10,809,0,0,0,1407228.92,1384556.98,0.6895,中风险
207,2018-05-18,临平,排屋,578954.8,620881.54,4.0805,121,44,19989.94,2348.81,2,658,1,1,1,732957.53,654398.66,0.8847,高风险
208,2017-09-03,临平,公寓,1090533.07,1168742.53,3.5504,223,28,16482.09,1900.98,22,749,0,1,0,1348881.96,1243300.21,0.8771,高风险
209,2017-11-12,滨江,公寓,756753.9,1064770.45,3.674,279,38,34766.9,3730.56,11,775,2,1,0,1129324.79,1147251.28,0.6596,中风险
210,2018-11-07,江北,排屋,633906.5,657396.19,2.7679,317,23,24807.99,2193.8,21,689,1,0,0,721605.73,666145.55,0.9516,高风险
211,2017-08-23,临平,公寓,645081.07,670487.2,2.695,323,39,22742.53,2342.45,8,712,0,1,1,784359.08,691185.38,0.9333,高风险
212,2019-12-20,江北,商住两用,381972.84,510192.7,2.6797,337,27,16731.0,1675.0,10,734,0,1,1,557748.61,517734.45,0.7378,中风险
213,2017-09-08,临平,公寓,453653.83,533472.7,3.9956,259,41,34804.03,2984.9,22,771,1,0,0,485331.14,547060.37,0.8293,高风险
214,2018-04-24,临平,公寓,1046601.87,1388497.2,2.9705,351,55,10273.65,897.5,20,709,0,0,0,1553665.82,1479268.38,0.7075,中风险
215,2018-11-03,临平,排屋,565673.86,615927.15,3.616,204,45,9846.45,1045.88,4,725,0,0,1,633755.49,641785.92,0.8814,高风险
216,2019-10-12,滨江,商住两用,1111545.77,1591062.74,2.8951,200,38,29569.8,3207.97,21,803,0,1,0,1848942.33,1728421.03,0.6431,中风险
217,2018-05-16,临平,排屋,860638.39,928711.94,3.6616,335,40,31761.41,2718.78,18,680,0,0,0,952078.57,967248.66,0.8898,高风险
218,2017-09-09,江南,排屋,852599.94,1235781.95,3.4262,318,32,16974.56,1509.59,25,728,0,0,1,1226167.92,1325646.43,0.6432,中风险
219,2019-03-15,江南,别墅,476037.97,597361.37,3.5902,343,32,28077.59,2789.23,12,600,0,1,0,601259.17,602028.7,0.7907,中风险
220,2018-08-15,临平,别墅,1183920.94,1205180.75,3.7349,146,40,31046.17,2810.69,18,669,0,1,1,1302874.97,1285740.32,0.9208,高风险
221,2018-04-17,萧山,公寓,717725.36,981673.56,3.2038,322,53,32615.16,2617.82,29,651,0,0,0,1092393.2,1026291.19,0.6993,中风险
222,2019-04-14,江南,公寓,1114949.18,1476320.98,3.4427,242,53,12321.12,1065.16,27,790,0,0,0,1648600.34,1589191.6,0.7016,中风险
223,2019-03-02,临平,排屋,483014.54,683514.4,3.5041,223,24,32355.27,3530.57,27,725,1,1,1,729928.56,725179.16,0.6661,中风险
224,2019-11-17,江南,商住两用,579230.28,767992.2,3.1997,236,27,12894.41,1230.37,4,588,0,1,0,744899.41,792182.52,0.7312,中风险
225,2019-10-02,滨江,商住两用,1180197.58,1462434.14,3.9167,143,53,25781.78,2992.73,18,580,1,1,1,1517128.01,1580199.65,0.7469,中风险
226,2018-10-26,江北,公寓,1046566.16,1405216.69,3.8192,145,50,10016.49,992.49,8,622,0,1,1,1391978.75,1515223.92,0.6907,中风险
227,2019-01-13,滨江,排屋,961455.2,1259020.81,3.1528,212,29,10643.36,1128.87,9,713,1,1,1,1277162.43,1355008.81,0.7096,中风险
228,2018-09-18,萧山,公寓,794084.95,1147316.75,3.6109,318,48,28073.47,3205.99,22,640,1,0,0,1282695.98,1224609.78,0.6484,中风险
229,2017-07-21,江南,商住两用,325184.82,338514.1,2.8543,357,50,8644.22,782.51,12,620,0,1,1,343654.75,312936.7,1.0391,高风险
230,2018-01-07,江南,公寓,1153556.28,1636713.31,3.5068,169,25,29518.78,2964.33,23,698,0,0,1,1653589.59,1780635.63,0.6478,中风险
231,2018-07-12,江北,别墅,976268.81,1154391.91,2.9505,123,27,33575.32,3424.14,24,758,0,1,0,1220671.09,1236194.66,0.7897,中风险
232,2017-07-17,滨江,商住两用,424335.66,438157.83,3.1149,149,55,34701.28,3992.19,27,708,0,1,1,466767.18,449778.88,0.9434,高风险
233,2019-01-16,萧山,公寓,433942.94,447134.55,3.7089,176,37,30004.84,2895.38,12,844,0,1,0,391840.87,459408.32,0.9446,高风险
234,2019-03-16,江南,公寓,627595.32,689322.31,3.604,166,35,20969.98,1845.08,24,703,1,0,0,791218.85,714117.41,0.8788,高风险
235,2017-02-22,江南,公寓,1256664.09,1535265.5,2.6116,339,25,31440.32,2982.05,11,832,2,1,1,1605006.17,1661863.4,0.7562,中风险
236,2019-07-16,临平,公寓,1240861.33,1259043.91,3.2078,340,34,19715.88,1672.2,17,815,0,0,0,1413779.07,1334823.19,0.9296,高风险
237,2018-06-20,江南,排屋,1164605.18,1262686.6,3.06,188,53,34755.8,3257.45,6,835,0,1,1,1401105.91,1362589.56,0.8547,高风险
238,2017-12-09,滨江,别墅,1108005.83,1384899.83,4.0985,170,32,30001.12,3286.37,16,584,0,1,0,1581937.06,1485783.84,0.7457,中风险
239,2018-09-28,萧山,别墅,876477.83,1033613.52,3.8085,135,36,30414.54,3012.91,21,629,0,1,1,1014267.49,1102407.08,0.7951,中风险
240,2017-07-04,滨江,排屋,664068.68,867149.94,3.6598,267,34,35381.19,3233.29,11,841,0,1,0,906839.4,922893.03,0.7196,中风险
241,2017-11-26,临平,商住两用,1229995.33,1463469.87,3.6715,223,27,8373.36,784.96,11,742,0,1,1,1636574.14,1577434.93,0.7797,中风险
242,2018-03-06,江北,别墅,1157127.61,1222236.82,3.0106,184,28,12317.14,1180.99,4,612,1,0,0,1172063.52,1292314.3,0.8954,高风险
243,2019-03-03,萧山,商住两用,961736.02,1344951.37,3.1414,183,41,19294.81,1641.15,17,667,0,1,1,1562085.99,1446435.49,0.6649,中风险
244,2017-12-18,萧山,商住两用,493495.91,626203.32,3.7043,282,50,21703.79,2291.51,10,757,0,0,0,660082.52,650431.71,0.7587,中风险
245,2018-03-10,江南,商住两用,330344.7,408138.34,3.927,154,45,14602.87,1480.79,23,831,1,0,1,431940.13,425911.1,0.7756,中风险
246,2019-07-13,滨江,排屋,564898.2,746638.42,3.7305,332,47,12617.77,1049.4,21,702,0,1,1,753684.6,777655.46,0.7264,中风险
247,2017-03-05,江南,公寓,603803.39,776854.48,3.681,189,54,11633.68,939.72,2,853,0,0,1,788365.69,832099.89,0.7256,中风险
248,2017-01-16,江南,排屋,532844.32,633610.17,3.975,247,46,19910.53,2223.15,11,621,2,1,0,624645.68,653258.5,0.8157,高风险
249,2018-07-27,江北,公寓,332363.18,478127.47,3.8507,218,51,13414.87,1606.85,7,815,1,0,1,528960.05,505281.74,0.6578,中风险
250,2018-08-21,江北,公寓,612836.82,712234.05,2.6912,290,36,35198.22,3148.08,14,746,0,1,0,744676.8,734758.5,0.8341,高风险
251,2019-12-16,萧山,商住两用,994638.41,1064010.83,3.9489,183,33,20997.58,2255.93,11,610,0,0,0,1157334.26,1123969.31,0.8849,高风险
252,2019-04-01,萧山,商住两用,995464.98,1155909.42,2.8358,350,25,20559.06,2004.51,10,857,0,0,0,1410129.79,1231684.26,0.8082,高风险
253,2018-10-28,江北,商住两用,863429.9,890191.45,2.8713,195,39,22248.18,2183.95,25,839,0,0,0,983135.89,939136.21,0.9194,高风险
254,2017-09-22,江北,商住两用,807598.18,1008012.15,3.6728,202,49,25227.12,2129.64,17,614,0,0,0,994393.47,1060601.37,0.7615,中风险
255,2017-02-02,临平,商住两用,879591.94,1210612.98,3.7514,254,39,7472.57,663.78,23,616,0,0,1,1284861.9,1291365.5,0.6811,中风险
256,2018-12-02,临平,排屋,1127170.11,1261998.85,2.6711,138,42,8338.06,739.05,17,629,0,0,1,1291917.91,1342830.33,0.8394,高风险
257,2019-11-06,临平,商住两用,867255.01,1085078.01,3.9057,316,45,26234.78,2836.03,14,633,0,0,1,1169739.05,1156316.09,0.75,中风险
258,2018-06-18,滨江,公寓,1291633.73,1480334.12,3.2505,315,50,30784.65,2861.06,8,859,0,1,1,1638831.7,1600442.92,0.807,高风险
259,2019-01-10,萧山,别墅,903847.57,1114375.55,4.3385,197,23,15010.02,1334.02,28,741,0,1,0,1088951.01,1187932.55,0.7609,中风险
260,2019-04-08,江北,公寓,571118.96,648297.75,3.5984,265,36,28027.98,3053.46,26,827,0,0,1,686035.12,685412.4,0.8332,高风险
261,2018-06-27,萧山,排屋,745618.31,1057742.14,2.8109,317,37,28430.36,3240.47,30,585,0,1,0,1067825.58,1113112.25,0.6699,中风险
262,2017-01-22,临平,商住两用,1036947.0,1220276.35,3.3798,272,55,8702.49,846.56,26,781,0,1,0,1329883.89,1298266.96,0.7987,中风险
263,2018-02-13,临平,公寓,811786.65,1094468.07,2.8282,154,53,22778.89,2266.83,21,680,0,0,0,1147893.15,1164662.82,0.697,中风险
264,2017-11-14,萧山,排屋,735069.79,850283.55,3.1613,272,24,29090.44,2524.18,12,806,0,1,0,839355.13,893388.7,0.8228,高风险
265,2019-02-04,萧山,商住两用,1044790.0,1159060.5,3.6868,157,41,6412.0,690.9,4,736,0,0,1,1211692.64,1243599.68,0.8401,高风险
266,2019-12-05,萧山,公寓,1001169.72,1302238.74,3.2591,351,25,13663.69,1125.95,7,718,0,0,0,1477679.82,1386649.22,0.722,中风险
267,2017-05-28,萧山,别墅,1185734.27,1391975.49,4.3146,250,29,33116.16,3291.3,20,852,0,0,1,1611166.93,1512991.26,0.7837,中风险
268,2018-07-24,江南,排屋,473865.15,547812.25,3.2158,280,42,13086.14,1558.95,17,721,1,1,0,612257.88,556228.49,0.8519,高风险
269,2018-07-22,临平,排屋,454515.46,603801.22,3.5113,293,37,18520.0,1906.0,14,739,1,0,0,636666.71,623453.58,0.729,中风险
270,2018-03-21,萧山,排屋,1234369.35,1743794.14,3.1556,262,30,11524.06,1308.91,5,595,1,1,1,1915416.62,1886364.85,0.6544,中风险
271,2017-02-05,滨江,商住两用,501051.57,672963.04,3.671,188,37,23890.82,2131.93,1,763,0,1,0,735492.68,705860.2,0.7098,中风险
272,2018-03-06,江南,商住两用,509394.63,516782.54,3.9379,123,40,34505.94,3067.65,22,683,1,1,1,512293.96,533102.12,0.9555,高风险
273,2018-01-20,江北,排屋,1040625.14,1218747.26,3.1476,276,25,21619.47,2120.1,27,601,1,1,0,1312464.31,1286005.38,0.8092,高风险
274,2018-08-13,江南,排屋,1186709.62,1599868.11,3.1004,162,50,14832.59,1731.87,23,844,1,1,0,1726485.95,1739412.02,0.6822,中风险
275,2018-07-11,临平,排屋,761868.14,823194.99,3.6331,302,35,32476.45,2715.26,11,663,1,0,1,799718.13,860736.02,0.8851,高风险
276,2018-09-13,江北,排屋,363027.96,390944.17,3.1866,343,32,10863.72,931.94,25,606,0,1,1,388975.89,370095.49,0.9809,高风险
277,2017-01-20,临平,排屋,1070087.89,1075966.41,3.4708,247,23,24239.52,2417.62,7,823,0,1,0,1148539.85,1144155.73,0.9353,高风险
278,2017-03-05,江北,公寓,373962.66,432696.83,2.8544,128,42,15933.33,1330.56,4,793,1,1,0,512864.24,438285.34,0.8532,高风险
279,2018-06-12,临平,公寓,1199579.18,1642366.81,3.9273,335,27,14784.98,1262.37,23,720,0,1,0,1761113.75,1767129.79,0.6788,中风险
280,2018-12-23,临平,排屋,912682.46,1236395.58,3.8369,229,43,13789.8,1420.43,20,761,1,1,1,1368859.5,1335869.7,0.6832,中风险
281,2019-05-07,萧山,别墅,321549.3,325020.12,3.6946,150,36,29986.93,3597.22,14,603,0,0,0,332894.31,315170.27,1.0202,高风险
282,2017-02-22,滨江,商住两用,646617.23,761858.78,3.5956,127,34,11820.47,1339.89,30,825,2,1,0,829511.73,808687.69,0.7996,中风险
283,2019-01-27,江南,商住两用,830651.76,1041823.53,3.7868,262,24,12247.87,1315.66,26,761,0,0,1,1141457.53,1114043.47,0.7456,中风险
284,2017-10-04,江南,公寓,1167301.82,1562075.23,3.8342,200,25,14144.92,1180.7,29,701,0,1,0,1747251.5,1680629.44,0.6946,中风险
285,2018-01-25,滨江,公寓,518056.45,539644.82,3.4855,324,53,33148.67,2856.19,11,827,1,1,0,546070.83,551015.25,0.9402,高风险
286,2017-05-02,江南,别墅,993311.28,1258951.94,2.7524,239,25,9093.08,1006.12,24,739,0,1,0,1338102.79,1341152.69,0.7406,中风险
287,2018-09-11,临平,排屋,1077331.36,1402691.69,3.0771,160,40,9433.81,1116.32,18,843,0,1,1,1566378.03,1523501.23,0.7071,中风险
288,2017-02-10,临平,别墅,920997.63,1061387.6,3.3764,153,24,20122.07,2153.46,4,776,0,1,1,1115179.44,1142254.25,0.8063,高风险
289,2018-06-27,临平,别墅,514184.2,689665.57,4.0163,140,52,23033.68,1928.3,26,819,0,1,1,749699.54,734475.87,0.7001,中风险
290,2018-07-06,临平,排屋,1005622.33,1306636.55,3.9804,345,43,19598.49,1591.6,16,637,0,1,0,1404476.76,1386988.21,0.725,中风险
291,2019-02-13,临平,商住两用,1121201.83,1523198.66,3.1703,286,27,29772.93,3016.29,13,791,0,0,0,1762248.95,1647012.32,0.6807,中风险
292,2018-10-26,滨江,排屋,655356.82,860064.02,2.9029,291,27,28181.01,3056.97,27,829,0,1,1,922569.76,917721.14,0.7141,中风险
293,2018-07-03,临平,商住两用,906294.0,1185866.58,3.6437,329,47,15822.25,1673.99,2,626,0,0,0,1193774.29,1258322.36,0.7202,中风险
294,2017-04-22,萧山,公寓,1179876.85,1339019.7,3.9901,293,42,33555.05,3941.61,23,756,1,1,0,1417579.67,1441227.18,0.8187,高风险
295,2017-12-18,萧山,商住两用,1124338.22,1306098.83,4.1072,341,24,13057.24,1411.34,13,742,1,1,0,1450354.47,1395458.61,0.8057,高风险
296,2017-05-28,临平,排屋,976664.76,1035679.58,2.7256,124,32,27640.18,2749.31,14,649,0,1,1,1210382.42,1098432.61,0.8891,高风险
297,2018-09-14,滨江,公寓,861009.03,1035381.09,3.2218,167,50,24137.2,2488.97,28,701,1,1,0,1091226.8,1099151.28,0.7833,中风险
298,2017-12-24,萧山,公寓,835879.89,1159121.16,3.9135,191,52,21508.49,2170.94,20,625,0,0,1,1212005.08,1243665.03,0.6721,中风险
299,2018-08-17,萧山,公寓,1207933.98,1519924.47,3.1801,210,41,14676.25,1194.84,30,735,1,0,1,1610941.93,1639375.05,0.7368,中风险
300,2018-08-03,萧山,排屋,444284.91,459651.84,3.9716,184,31,24473.93,2227.34,9,587,1,0,1,440622.68,462684.24,0.9602,高风险
301,2018-03-26,江北,公寓,836841.08,849302.26,4.3221,157,32,31128.43,3427.57,14,776,0,1,0,928546.46,903766.29,0.9259,高风险
302,2017-08-13,滨江,别墅,786707.3,955314.26,4.2594,356,37,17394.02,1882.46,16,714,0,1,0,1048465.27,1006566.97,0.7816,中风险
303,2019-11-02,江南,排屋,415417.03,514735.77,3.2192,336,50,24314.57,2579.35,9,751,0,0,1,500938.04,529444.41,0.7846,中风险
304,2019-06-22,萧山,排屋,996472.76,1077149.68,3.5583,292,23,30950.68,2490.86,4,848,0,1,1,1164656.49,1152001.7,0.865,高风险
305,2017-01-20,萧山,别墅,410102.46,583299.99,3.7491,333,36,34514.67,3642.1,23,641,0,0,1,677223.87,602604.59,0.6805,中风险
306,2018-11-03,江南,商住两用,946004.9,1338798.36,3.0837,229,43,13720.1,1526.08,9,611,0,1,0,1401447.63,1430286.18,0.6614,中风险
307,2017-08-07,滨江,排屋,918095.85,991818.0,3.4611,156,50,12551.59,1327.12,30,806,1,0,0,1087228.43,1054636.33,0.8705,高风险
308,2019-11-01,江北,商住两用,1234235.85,1603362.01,3.0663,299,44,33138.53,3412.79,17,831,0,1,0,1783992.09,1735538.61,0.7112,中风险
309,2019-08-04,江北,商住两用,875899.01,1244450.14,3.2281,294,42,18018.44,1897.18,21,626,0,1,0,1342901.41,1322793.94,0.6622,中风险
310,2019-04-10,滨江,商住两用,1001964.63,1406164.49,3.7036,211,54,8545.87,899.98,24,677,0,0,0,1509650.28,1509707.61,0.6637,中风险
311,2017-09-21,江北,公寓,621576.26,770924.27,4.0599,235,24,7111.28,584.85,26,601,0,0,1,812927.5,801424.85,0.7756,中风险
312,2019-03-16,滨江,排屋,960754.9,1164481.85,4.2065,131,38,27038.9,2304.3,6,605,2,0,0,1136627.71,1243470.05,0.7726,中风险
313,2017-04-14,江南,商住两用,650596.25,895320.09,3.8914,222,43,9624.07,1033.27,18,650,0,0,0,942207.72,941899.47,0.6907,中风险
314,2017-12-12,江南,公寓,862339.58,1032563.29,4.2199,130,31,8999.04,1024.94,20,772,1,1,0,1043947.31,1105901.88,0.7798,中风险
315,2019-11-19,临平,公寓,1189176.84,1411909.67,4.013,317,53,26770.75,2362.42,21,718,0,1,0,1402492.57,1508491.13,0.7883,中风险
316,2019-05-12,江北,排屋,730410.15,913720.96,2.9358,255,29,24567.63,2813.22,18,839,0,0,1,890146.49,980998.06,0.7446,中风险
317,2019-08-16,江南,商住两用,492797.34,641407.37,2.6755,285,46,14551.94,1417.17,11,812,0,0,0,615908.13,663712.43,0.7425,中风险
318,2019-10-11,江北,商住两用,730684.95,976333.22,4.1722,178,30,15783.97,1324.63,24,791,1,0,0,1077074.33,1044110.2,0.6998,中风险
319,2017-04-20,江南,别墅,765891.06,899384.82,2.8387,304,35,24960.63,2970.87,7,751,0,0,1,939567.42,956730.38,0.8005,高风险
320,2017-05-20,滨江,别墅,473652.36,643008.86,4.2673,351,33,23343.64,2383.62,8,624,0,1,0,669489.75,658775.58,0.719,中风险
321,2017-12-14,江北,商住两用,1041455.28,1157050.96,3.1728,268,37,32754.68,3395.71,5,582,0,0,0,1180386.23,1221395.74,0.8527,高风险
322,2018-04-03,滨江,商住两用,867317.23,872165.83,3.8806,175,31,16752.17,1500.37,3,588,0,1,0,920297.95,905461.25,0.9579,高风险
323,2017-12-13,萧山,公寓,501246.82,697834.98,3.6969,300,23,31811.48,2634.88,29,750,0,1,1,731552.08,729639.68,0.687,中风险
324,2019-11-12,临平,公寓,1190218.35,1249651.84,3.2398,278,25,16967.13,1476.32,18,614,0,0,0,1301109.51,1314302.19,0.9056,高风险
325,2019-08-24,江北,商住两用,1240364.97,1564166.87,4.2784,173,37,15613.91,1809.92,17,796,0,0,1,1689085.91,1705291.75,0.7274,中风险
326,2019-09-22,江南,别墅,1128871.44,1585785.58,3.391,214,27,11650.61,1344.0,3,621,0,0,1,1616635.76,1715735.19,0.658,中风险
327,2017-12-05,江南,别墅,806402.16,1123920.52,3.5112,280,24,14795.08,1757.4,18,647,0,1,1,1170683.0,1200530.03,0.6717,中风险
328,2018-10-11,萧山,公寓,962645.29,1303490.04,3.4508,290,51,19740.21,2027.12,29,736,0,1,0,1441101.23,1394754.09,0.6902,中风险
329,2017-06-10,江南,公寓,766808.01,824213.85,4.2172,302,41,11468.42,997.92,23,658,0,0,0,811373.67,852075.84,0.8999,高风险
330,2019-06-12,萧山,商住两用,464985.33,558816.16,4.3071,256,42,9644.7,781.19,30,835,2,0,0,614126.69,579515.95,0.8024,高风险
331,2018-10-22,萧山,公寓,464141.81,582198.21,4.187,233,44,26674.41,2914.6,29,600,0,0,1,581870.97,600942.61,0.7724,中风险
332,2018-01-20,萧山,公寓,948486.4,1197505.95,2.9888,359,40,11871.47,989.41,28,808,0,0,1,1270918.45,1278493.31,0.7419,中风险
333,2019-06-13,滨江,商住两用,464987.02,643640.53,3.2469,215,23,14539.51,1367.5,15,624,0,1,1,720710.74,664682.29,0.6996,中风险
334,2017-10-20,临平,商住两用,404356.41,442164.83,3.4306,342,44,7983.47,945.27,25,772,0,1,1,517865.36,442506.02,0.9138,高风险
335,2019-10-25,滨江,公寓,1216574.67,1325659.93,4.0565,194,54,7266.99,821.53,27,735,0,1,0,1353220.71,1415283.65,0.8596,高风险
336,2019-11-10,萧山,公寓,728813.64,890135.75,3.8037,182,24,9580.64,872.69,3,765,0,1,1,949705.67,950287.07,0.7669,中风险
337,2018-03-19,江北,排屋,377340.19,431623.02,4.1371,154,45,10899.27,990.82,14,762,0,1,0,454631.53,436331.24,0.8648,高风险
338,2019-06-28,萧山,排屋,629886.22,869399.01,3.9998,189,46,8875.0,915.92,27,653,0,1,1,919020.42,919957.25,0.6847,中风险
339,2017-04-05,萧山,排屋,813315.24,1117664.38,3.9914,263,30,18520.39,2160.24,4,647,1,1,1,1248175.89,1201235.01,0.6771,中风险
340,2019-05-01,滨江,公寓,1049571.01,1105585.15,2.8253,297,32,26641.41,2458.93,7,646,1,0,0,1137185.44,1161220.4,0.9039,高风险
341,2017-02-02,萧山,别墅,1097194.08,1350717.93,2.7037,150,39,7298.44,671.94,1,629,2,0,0,1465855.7,1443457.8,0.7601,中风险
342,2018-03-28,江北,排屋,810621.73,1076383.53,3.0232,265,27,8973.17,925.36,1,850,0,0,1,1135961.66,1159713.84,0.699,中风险
343,2019-12-16,滨江,别墅,679133.77,859254.48,3.3694,147,34,31042.26,3701.85,14,689,0,1,0,829478.56,913573.47,0.7434,中风险
344,2019-05-18,江北,商住两用,1027693.84,1065730.41,3.464,218,41,19708.37,2157.02,22,807,0,1,1,1149716.51,1139992.01,0.9015,高风险
345,2019-06-06,临平,商住两用,332530.13,433410.29,3.7762,221,51,21679.87,2321.06,4,653,0,0,0,478717.01,434184.68,0.7659,中风险
346,2017-04-27,江南,商住两用,736210.12,901562.59,3.9384,316,40,28689.09,3214.31,13,762,0,1,1,986764.46,963569.07,0.764,中风险
347,2017-02-09,临平,商住两用,799554.55,882604.13,4.2492,127,29,28133.95,3185.11,16,593,1,1,0,907440.92,931898.31,0.858,高风险
348,2018-04-10,江北,公寓,968851.37,1182592.25,3.0579,207,24,34577.41,2809.9,14,640,0,1,1,1260698.92,1258338.52,0.7699,中风险
349,2017-09-22,滨江,商住两用,1163153.49,1321772.8,3.8356,245,50,10034.65,1090.05,16,636,0,1,1,1369919.46,1411447.17,0.8241,高风险
350,2019-11-12,萧山,商住两用,1071141.35,1208244.12,2.7075,271,25,9845.94,931.98,26,593,1,1,0,1307165.05,1267843.01,0.8449,高风险
351,2018-01-22,临平,公寓,559344.31,618399.85,3.1462,141,27,32068.2,2712.29,6,590,0,0,1,667869.91,635260.06,0.8805,高风险
352,2018-07-19,滨江,公寓,702494.77,883487.21,4.0146,145,36,16079.02,1609.68,25,753,0,1,1,1002008.02,944543.68,0.7437,中风险
353,2019-04-10,江北,别墅,579852.0,657432.79,3.6037,325,37,24737.17,2926.84,23,628,0,1,0,689285.19,671287.74,0.8638,高风险
354,2019-05-14,萧山,商住两用,970187.56,1106992.58,3.325,184,55,19596.86,2166.19,6,589,0,0,1,1208860.98,1177453.36,0.824,高风险
355,2019-12-21,萧山,排屋,378684.03,412876.02,3.4094,181,32,28393.01,3140.87,28,802,0,0,0,467950.77,419599.25,0.9025,高风险
356,2018-04-04,萧山,排屋,466963.0,472784.57,3.9948,199,52,20561.47,2460.22,14,598,0,1,0,420266.7,471399.59,0.9906,高风险
357,2019-01-24,江北,别墅,796125.13,803257.56,4.1043,141,43,24047.99,2757.99,29,788,1,0,1,880249.13,859772.71,0.926,高风险
358,2018-02-08,滨江,商住两用,907824.89,1223689.76,3.1485,333,47,30175.25,3311.99,30,796,0,0,0,1358408.93,1312340.93,0.6918,中风险
359,2018-10-02,江北,排屋,800551.41,935538.18,4.2602,201,50,20245.62,1819.15,9,654,0,1,1,965613.1,992355.16,0.8067,高风险
360,2018-09-13,江南,别墅,623083.13,891829.87,3.235,327,30,22047.32,1972.25,15,778,0,1,1,858448.05,947141.88,0.6579,中风险
361,2017-03-15,临平,公寓,938725.65,1310235.96,3.9418,224,25,14221.1,1183.25,25,831,0,1,1,1414050.71,1419806.18,0.6612,中风险
362,2018-07-20,临平,公寓,1034646.96,1289664.14,3.1718,297,24,28859.26,3049.12,6,807,1,1,0,1341272.59,1388258.26,0.7453,中风险
